MAX_STRM_id,GOT2,NewID,ACAD_CAREER,PROG_STATUS,PROG_ACTION,STATUS_DT,ADMIT_TERM,BEGIN_DT,END_DT,EXP_GRAD_TERM,CAMPUS,SAD_LOAD_DESCR,ACAD_PLAN,ACAD_PROG_DESCR,TRNSCR_DESCR,ACAD_ORG,DISABILITY,NATIONALITY,RACE,SEX,MUET,IELTS,LOAN,SPONSOR,SCHOLAR,TOT_CUMULATIVE,N_FINAL_RSLT_DESCR,N_HONOUR_DESCR,CREDITREQUIRED,CNT_DISC,INFO1,CUMM_UNT_PASSD_NOGPA,TOT_TRNSFR,MAX_TOT_PASSD_GPA,LATEST_CH_PASSD,MAX_STRM,SUM_UNT_PASSD_GPA,Prog_Length(Trimester),T1:CUR_GPA,T1:CUM_GPA,T1:UNT_TAKEN_GPA,T1:UNT_TAKEN_NOGPA,T1:UNT_PASSD_GPA,T1:UNT_PASSD_NOGPA,T1:TOT_PASSD_GPA,T2:CUR_GPA,T2:CUM_GPA,T2:UNT_TAKEN_GPA,T2:UNT_TAKEN_NOGPA,T2:UNT_PASSD_GPA,T2:UNT_PASSD_NOGPA,T2:TOT_PASSD_GPA,T3:CUR_GPA,T3:CUM_GPA,T3:UNT_TAKEN_GPA,T3:UNT_TAKEN_NOGPA,T3:UNT_PASSD_GPA,T3:UNT_PASSD_NOGPA,T3:TOT_PASSD_GPA,T4:CUR_GPA,T4:CUM_GPA,T4:UNT_TAKEN_GPA,T4:UNT_TAKEN_NOGPA,T4:UNT_PASSD_GPA,T4:UNT_PASSD_NOGPA,T4:TOT_PASSD_GPA,T5:CUR_GPA,T5:CUM_GPA,T5:UNT_TAKEN_GPA,T5:UNT_TAKEN_NOGPA,T5:UNT_PASSD_GPA,T5:UNT_PASSD_NOGPA,T5:TOT_PASSD_GPA,T6:CUR_GPA,T6:CUM_GPA,T6:UNT_TAKEN_GPA,T6:UNT_TAKEN_NOGPA,T6:UNT_PASSD_GPA,T6:UNT_PASSD_NOGPA,T6:TOT_PASSD_GPA,T7:CUR_GPA,T7:CUM_GPA,T7:UNT_TAKEN_GPA,T7:UNT_TAKEN_NOGPA,T7:UNT_PASSD_GPA,T7:UNT_PASSD_NOGPA,T7:TOT_PASSD_GPA,T8:CUR_GPA,T8:CUM_GPA,T8:UNT_TAKEN_GPA,T8:UNT_TAKEN_NOGPA,T8:UNT_PASSD_GPA,T8:UNT_PASSD_NOGPA,T8:TOT_PASSD_GPA,T9:CUR_GPA,T9:CUM_GPA,T9:UNT_TAKEN_GPA,T9:UNT_TAKEN_NOGPA,T9:UNT_PASSD_GPA,T9:UNT_PASSD_NOGPA,T9:TOT_PASSD_GPA,T10:CUR_GPA,T10:CUM_GPA,T10:UNT_TAKEN_GPA,T10:UNT_TAKEN_NOGPA,T10:UNT_PASSD_GPA,T10:UNT_PASSD_NOGPA,T10:TOT_PASSD_GPA,T11:CUR_GPA,T11:CUM_GPA,T11:UNT_TAKEN_GPA,T11:UNT_TAKEN_NOGPA,T11:UNT_PASSD_GPA,T11:UNT_PASSD_NOGPA,T11:TOT_PASSD_GPA,T12:CUR_GPA,T12:CUM_GPA,T12:UNT_TAKEN_GPA,T12:UNT_TAKEN_NOGPA,T12:UNT_PASSD_GPA,T12:UNT_PASSD_NOGPA,T12:TOT_PASSD_GPA,T13:CUR_GPA,T13:CUM_GPA,T13:UNT_TAKEN_GPA,T13:UNT_TAKEN_NOGPA,T13:UNT_PASSD_GPA,T13:UNT_PASSD_NOGPA,T13:TOT_PASSD_GPA,T14:CUR_GPA,T14:CUM_GPA,T14:UNT_TAKEN_GPA,T14:UNT_TAKEN_NOGPA,T14:UNT_PASSD_GPA,T14:UNT_PASSD_NOGPA,T14:TOT_PASSD_GPA,T15:CUR_GPA,T15:CUM_GPA,T15:UNT_TAKEN_GPA,T15:UNT_TAKEN_NOGPA,T15:UNT_PASSD_GPA,T15:UNT_PASSD_NOGPA,T15:TOT_PASSD_GPA,T16:CUR_GPA,T16:CUM_GPA,T16:UNT_TAKEN_GPA,T16:UNT_TAKEN_NOGPA,T16:UNT_PASSD_GPA,T16:UNT_PASSD_NOGPA,T16:TOT_PASSD_GPA,T17:CUR_GPA,T17:CUM_GPA,T17:UNT_TAKEN_GPA,T17:UNT_TAKEN_NOGPA,T17:UNT_PASSD_GPA,T17:UNT_PASSD_NOGPA,T17:TOT_PASSD_GPA
10,Y,G1011223,UGRD,CM,COMP,"Thursday, 16 July, 2020",1630,"Monday, 3 April, 2017","Sunday, 5 July, 2020",1930,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,M,3,,,,,123,PASS,Second Class Honours (Lower Division),146,,"MUET(MUET):2, MUET(MUET):3",14,23,109,146,1930,109,12,3.07,3.07,4,3,4,3,4,2.67,2.75,16,3,16,3,20,2.9,2.82,18,0,18,0,38,2.93,2.84,6,3,6,3,44,2.74,2.81,16,3,16,3,60,2.73,2.8,14,2,14,2,74,0,2.8,0,6,0,0,74,3.73,2.87,6,0,6,0,80,3.2,2.93,20,0,20,0,100,3.27,2.96,9,0,9,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1012780,UGRD,CM,COMP,"Thursday, 30 July, 2020",1630,"Monday, 3 April, 2017","Sunday, 5 July, 2020",1930,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,MALAY,M,5,,,,,123,PASS,Second Class Honours (Lower Division),146,,"Bahasa Inggeris(SPM-2013):A, Bahasa Inggeris untuk Sains dan Teknologi(SPM-2013):A+, Bahasa Melayu(SPM-2013):B+, Biologi(SPM-2013):B, Fizik(SPM-2013):B+, Kimia(SPM-2013):A-, MUET(MUET):5, Matematik(SPM-2013):A, Pendidikan Islam(SPM-2013):A-, Sejarah(SPM-2013):A",14,23,109,146,1930,109,12,3.33,3.33,4,3,4,3,4,2.95,3.02,16,3,16,3,20,3.36,3.18,18,0,18,0,38,2.87,3.14,6,3,6,3,44,3.2,3.16,16,3,16,3,60,3.1,3.14,14,2,14,2,74,0,3.14,0,6,0,0,74,4,3.21,6,0,6,0,80,3.49,3.26,20,0,20,0,100,3.62,3.29,9,0,9,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1009023,UGRD,CM,COMP,"Thursday, 30 July, 2020",1630,"Monday, 3 April, 2017","Sunday, 5 July, 2020",1930,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,M,3,,,,,123,PASS,Second Class Honours (Lower Division),146,,"Bahasa Cina(SPM-2013):C+, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):B+, Fizik(SPM-2013):C+, Kimia(SPM-2013):D, Lukisan Kejuruteraan(SPM-2013):A-, MUET(MUET):3, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):B, PENDIDIKAN MORAL(SPM-2013):A, Pendidikan Seni(SPM-2013):A, Sejarah(SPM-2013):A",14,23,109,146,1930,109,12,3.07,3.07,4,3,4,3,4,3.27,3.23,16,3,16,3,20,3.36,3.29,18,0,18,0,38,3.33,3.3,6,3,6,3,44,2.91,3.19,16,3,16,3,60,3.09,3.17,14,2,14,2,74,0,3.17,0,6,0,0,74,4,3.23,6,0,6,0,80,3.54,3.3,20,0,20,0,100,3.4,3.3,9,0,9,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1001380,UGRD,CM,COMP,"Friday, 21 August, 2020",1630,"Monday, 3 April, 2017","Sunday, 5 July, 2020",1930,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,INDIAN,F,5,,,,,123,PASS,Second Class Honours (Upper Division),146,,MUET(MUET):5,14,23,109,146,1930,109,12,3.13,3.13,4,3,4,3,4,3.6,3.5,16,3,16,3,20,3.58,3.54,18,0,18,0,38,3.62,3.55,9,0,9,0,47,3.64,3.58,16,3,16,3,63,3.16,3.5,14,3,14,3,77,0,3.5,0,6,0,0,77,4,3.54,6,0,6,0,83,3.25,3.48,20,0,20,0,103,3.5,3.48,6,2,6,2,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1002399,UGRD,CM,COMP,"Thursday, 3 December, 2020",1710,"Monday, 3 July, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,123,PASS,First Class Honours,146,,MUET(MUET):3,14,23,109,146,2010,109,12,3.56,3.56,9,8,9,8,9,3.51,3.53,16,3,16,3,25,3.69,3.57,9,0,9,0,34,3.51,3.55,19,0,19,0,53,3.86,3.63,20,0,20,0,73,0,3.63,0,6,0,0,73,4,3.66,6,0,6,0,79,3.84,3.69,17,0,17,0,96,3.37,3.67,7,0,7,0,103,3.53,3.67,6,3,6,3,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1010121,UGRD,CM,COMP,"Thursday, 3 December, 2020",1710,"Monday, 3 July, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,120,PASS,Second Class Honours (Lower Division),146,,MUET(MUET):3,14,26,106,146,2010,106,12,2.9,2.9,12,3,12,3,12,2.04,2.45,13,6,10,6,22,3.09,2.62,9,0,9,0,31,3.18,2.8,16,2,16,2,47,2.82,2.93,20,0,20,0,67,2.98,2.94,10,0,10,0,77,2.02,2.83,10,3,7,3,84,3.37,2.92,16,0,16,0,100,0,2.92,0,6,0,0,100,3.67,2.96,6,0,6,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1003364,UGRD,CM,COMP,"Thursday, 3 December, 2020",1710,"Monday, 3 July, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,4,,,,,120,PASS,Second Class Honours (Upper Division),146,,MUET(MUET):4,14,26,106,146,2010,106,12,3.28,3.28,12,3,12,3,12,3.38,3.33,13,6,13,6,25,3.78,3.45,9,0,9,0,34,3.28,3.4,16,2,16,2,50,3.27,3.36,20,0,20,0,70,0,3.36,0,6,0,0,70,4,3.41,6,0,6,0,76,3.61,3.45,18,0,18,0,94,3.23,3.44,6,0,6,0,100,3.87,3.46,6,3,6,3,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1001290,UGRD,CM,COMP,"Thursday, 16 June, 2022",1820,"Monday, 19 November, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,Jabatan Perkhidmatan Awam,,121,PASS,First Class Honours,146,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):B+, Fizik(SPM-2013):B+, Kimia(SPM-2013):C, MUET(MUET):3, MUET(MUET):3, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A, PENDIDIKAN MORAL(SPM-2013):A, Pengetahuan Moral(SPM-2013):A, Prinsip Akaun(SPM-2013):A+, Sejarah(SPM-2013):A",14,25,107,146,2120,107,12,3.76,3.76,8,6,8,6,8,3.2,3.61,3,5,3,5,11,3.68,3.65,16,0,16,0,27,3.81,3.71,16,3,16,3,43,4,3.76,9,0,9,0,52,3.8,3.77,16,0,16,0,68,3.94,3.8,16,0,16,0,84,0,3.8,0,6,0,0,84,4,3.81,6,0,6,0,90,3.67,3.79,17,0,17,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1006327,UGRD,CM,COMP,"Thursday, 14 April, 2022",1810,"Monday, 2 July, 2018","Sunday, 2 January, 2022",2110,MLAKA,Full-Time,KB05,B.E. (Hons) (Robo. & Auto.),Bachelor of Engineering (Honours) Electronics majoring in Robotics and Automation,FET,No disability,Malaysia,MALAY,M,4,,,,,102,PASS,Second Class Honours (Upper Division),135,,"Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):A-, Fizik(SPM-2013):C+, Kimia(SPM-2013):D, Lukisan Kejuruteraan(SPM-2013):E, MUET(MUET):4, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):D, Pendidikan Islam(SPM-2013):A, Sejarah(SPM-2013):A, Teknologi Kejuruteraan(SPM-2013):E",19,33,83,135,2110,83,12,2.44,2.44,9,0,9,0,9,3.67,2.93,6,3,6,3,15,3.47,3.09,6,0,6,0,21,3.43,3.21,12,0,12,0,33,3.32,3.24,12,3,12,3,45,3.73,3.3,6,2,6,2,51,3.17,3.27,12,3,12,3,63,3.73,3.31,6,3,6,3,69,0,3.31,0,5,0,5,69,3.56,3.35,14,0,14,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1012027,UGRD,CM,COMP,"Thursday, 13 January, 2022",1810,"Monday, 2 July, 2018","Sunday, 2 January, 2022",2110,MLAKA,Full-Time,KB02,B.E. (Hons) (Electronics Tele),Bachelor of Engineering (Honours) Electronics majoring in Telecommunications,FET,No disability,Malaysia,MALAY,F,,,,Yayasan Telekom Malaysia,,105,PASS,Second Class Honours (Lower Division),135,,"Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):A-, Biologi(SPM-2013):B+, Fizik(SPM-2013):B+, Kimia(SPM-2013):B, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):B, Pendidikan Islam(SPM-2013):A+, Sejarah(SPM-2013):A-",19,33,86,138,2110,86,12,1.77,1.77,12,3,6,3,6,3.2,2.48,12,0,12,0,18,3.02,2.73,9,0,9,0,27,2.99,3.01,15,0,15,0,42,2.84,2.97,15,3,15,3,57,2.47,2.94,3,2,3,2,60,3.8,2.98,3,3,3,3,63,3.01,2.99,17,3,14,3,77,0,2.99,0,5,0,5,77,3.44,3.04,9,0,9,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1008515,UGRD,CM,COMP,"Thursday, 13 January, 2022",1810,"Monday, 2 July, 2018","Sunday, 2 January, 2022",2110,MLAKA,Full-Time,KB02,B.E. (Hons) (Electronics Tele),Bachelor of Engineering (Honours) Electronics majoring in Telecommunications,FET,No disability,Malaysia,MALAY,F,4,,,Yayasan Telekom Malaysia,,105,PASS,Second Class Honours (Lower Division),135,,"Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):A-, Fizik(SPM-2013):B, Kimia(SPM-2013):C+, MUET(MUET):4, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):B+, Pendidikan Islam(SPM-2013):A, Pendidikan Seni(SPM-2013):A-, Prinsip Akaun(SPM-2013):A, Sejarah(SPM-2013):A",19,33,86,138,2110,86,12,2.33,2.33,12,3,12,3,12,3.73,3.03,12,3,12,3,24,2.97,3.02,6,0,6,0,30,3.52,3.16,12,0,12,0,42,2.73,3.05,15,3,15,3,57,3.33,3.06,3,2,3,2,60,2.97,3.05,6,3,6,3,66,3.58,3.16,17,0,17,0,83,0,3.16,0,5,0,5,83,3.53,3.18,3,0,3,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1007259,UGRD,CM,COMP,"Friday, 21 August, 2020",1630,"Monday, 3 April, 2017","Sunday, 5 July, 2020",1930,CYBER,Full-Time,BB02,B.Fin.Eng. (Hons),Bachelor of Financial Engineering (Honours),FOM,No disability,Malaysia,CHINESE,F,4,,,,,140,PASS,First Class Honours,140,,MUET(MUET):4,14,,126,140,1930,126,11,3.89,3.89,9,0,9,0,9,3.84,3.86,16,3,16,3,25,3.78,3.83,12,6,12,6,37,3.87,3.84,9,0,9,0,46,3.79,3.83,18,0,18,0,64,3.89,3.84,15,3,15,3,79,3.84,3.84,9,0,9,0,88,3.97,3.86,18,2,18,2,106,3.72,3.84,18,0,18,0,124,4,3.84,2,0,2,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1002210,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,120,PASS,First Class Honours,146,,MUET(MUET):3,14,26,106,146,2020,106,12,3.77,3.77,10,8,10,8,10,3,3.59,3,3,3,3,13,3.71,3.66,16,0,16,0,29,3.68,3.66,15,3,15,3,44,4,3.7,6,0,6,0,50,3.9,3.75,16,0,16,0,66,3.95,3.79,17,0,17,0,83,0,3.79,0,6,0,0,83,3.73,3.79,6,0,6,0,89,3.92,3.81,17,0,17,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1005774,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,123,PASS,Second Class Honours (Lower Division),146,,"MUET(MUET):2, MUET(MUET):3",14,23,109,146,2020,109,12,2.74,2.74,13,6,13,6,13,2.93,2.8,6,3,6,3,19,3.2,2.99,16,0,16,0,35,2.88,2.95,16,3,16,3,51,2.97,2.95,6,2,6,2,57,3.1,2.99,16,0,16,0,73,2.57,2.91,17,0,17,0,90,0,2.91,0,6,0,0,90,3.2,2.93,6,0,6,0,96,3.14,2.95,13,0,13,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1002673,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,M,4,,,,,120,PASS,Second Class Honours (Upper Division),146,,MUET(MUET):4,14,26,106,146,2020,106,12,3.47,3.47,10,8,10,8,10,3.43,3.46,6,3,6,3,16,3.34,3.41,13,3,13,3,29,3.23,3.35,15,0,15,0,44,3.78,3.42,9,0,9,0,53,2.69,3.27,13,0,13,0,66,3.46,3.31,17,0,17,0,83,0,3.31,0,6,0,0,83,3.8,3.35,6,0,6,0,89,3.44,3.36,17,0,17,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1012458,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,M,3,,,,,120,PASS,Second Class Honours (Lower Division),146,,MUET(MUET):3,14,26,106,146,2020,106,12,2.83,2.83,10,6,10,6,10,2.57,2.73,6,3,6,3,16,3.22,2.95,13,5,13,5,29,2.65,2.85,15,0,15,0,44,2.73,2.83,9,0,9,0,53,2.63,2.79,13,0,13,0,66,2.64,2.76,17,0,17,0,83,0,2.76,0,6,0,0,83,3.8,2.83,6,0,6,0,89,3.37,2.92,17,0,17,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1015598,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,120,PASS,Second Class Honours (Lower Division),146,,MUET(MUET):3,14,26,106,146,2020,106,12,3.01,3.01,10,8,10,8,10,3,3.01,3,3,3,3,13,2.71,2.84,16,0,16,0,29,2.65,2.78,15,3,15,3,44,2.8,2.78,9,0,9,0,53,2.84,2.79,13,0,13,0,66,2.53,2.74,17,0,17,0,83,0,2.74,0,6,0,0,83,3.67,2.8,6,0,6,0,89,3.62,2.93,17,0,17,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1007777,UGRD,CM,COMP,"Thursday, 12 August, 2021",1730,"Monday, 9 April, 2018","Sunday, 1 August, 2021",2030,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,120,PASS,Second Class Honours (Lower Division),146,,MUET(MUET):3.0,14,26,106,146,2030,106,12,4,4,4,3,4,3,4,2.69,2.95,16,3,16,3,20,2.92,2.94,15,3,15,3,35,2.58,2.86,9,0,9,0,44,2.86,2.86,16,3,16,3,60,2.78,2.85,17,0,17,0,77,0,2.85,0,6,0,0,77,4,2.93,6,0,6,0,83,3.2,2.98,20,0,20,0,103,4,3.01,3,2,3,2,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1013260,UGRD,CM,COMP,"Thursday, 6 May, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,123,PASS,Second Class Honours (Upper Division),146,,MUET(MUET):3,14,23,109,146,2020,109,12,3.52,3.52,13,6,13,6,13,3.07,3.44,3,3,3,3,16,3.35,3.39,19,0,19,0,35,3.58,3.45,16,3,16,3,51,2.77,3.38,6,2,6,2,57,3.88,3.49,16,0,16,0,73,3.81,3.55,17,0,17,0,90,0,3.55,0,6,0,0,90,3.87,3.57,6,0,6,0,96,3.76,3.59,13,0,13,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1008740,UGRD,CM,COMP,"Thursday, 17 June, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,KB05,B.E. (Hons) (Robo. & Auto.),Bachelor of Engineering (Honours) Electronics majoring in Robotics and Automation,FET,No disability,Malaysia,CHINESE,M,3.5,,,,,99,PASS,Second Class Honours (Lower Division),135,,"MUET(MUET):2, MUET(MUET):3.5",19,36,80,135,2020,80,12,2.5,2.5,12,2,9,2,9,2.33,2.45,6,0,6,0,15,1.98,2.26,12,0,9,0,24,2.75,2.46,12,0,12,0,36,2.8,2.48,3,6,3,6,39,2.17,2.4,15,0,12,0,51,2.87,2.46,9,3,9,3,60,0,2.46,0,5,0,5,60,2.93,2.61,6,3,6,3,66,3,2.68,14,0,14,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1012668,UGRD,CM,COMP,"Thursday, 17 February, 2022",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,4,,,,,123,PASS,Second Class Honours (Lower Division),146,,"MUET(MUET):2, MUET(MUET):4",14,23,109,146,2020,109,12,1.94,1.94,13,6,10,6,10,3.07,2.15,3,3,3,3,13,2.41,2.29,19,0,19,0,32,2.89,2.63,15,3,15,3,47,2.47,2.61,6,2,6,2,53,2.88,2.67,16,0,16,0,69,2.98,2.74,18,0,18,0,87,0,2.74,0,6,0,0,87,2.87,2.75,6,0,6,0,93,3.58,2.87,16,0,16,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1002510,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,123,PASS,Second Class Honours (Upper Division),146,,MUET(MUET):3,14,23,109,146,2020,109,12,3.34,3.34,13,6,13,6,13,2.97,3.22,6,3,6,3,19,3.21,3.22,16,0,16,0,35,3.61,3.34,16,3,16,3,51,3.3,3.33,6,2,6,2,57,3.38,3.35,16,0,16,0,73,3.65,3.4,17,0,17,0,90,0,3.4,0,6,0,0,90,3.13,3.39,6,0,6,0,96,3.43,3.39,13,0,13,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1003556,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,120,PASS,Second Class Honours (Lower Division),146,,"MUET(MUET):2, MUET(MUET):3",14,26,106,146,2020,106,12,2.61,2.61,10,8,10,8,10,2.53,2.59,3,3,3,3,13,2.62,2.61,16,0,16,0,29,2.95,2.73,15,3,15,3,44,3.17,2.78,6,0,6,0,50,3.35,2.92,16,0,16,0,66,3.3,3,17,0,17,0,83,0,3,0,6,0,0,83,3.2,3.01,6,0,6,0,89,3.55,3.1,17,0,17,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1007063,UGRD,CM,COMP,"Thursday, 22 April, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,127,PASS,Second Class Honours (Lower Division),146,,"MUET(MUET):2, MUET(MUET):3",14,19,113,146,2020,113,12,3.01,3.01,10,8,10,8,10,3.57,3.24,7,3,7,3,17,2.21,2.7,19,0,19,0,36,2.88,2.75,15,3,15,3,51,3.47,2.83,6,0,6,0,57,2.9,2.84,16,0,16,0,73,2.84,2.84,17,0,17,0,90,0,2.84,0,6,0,0,90,4,2.92,6,0,6,0,96,3.19,2.96,17,0,17,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Y,G1010937,UGRD,CM,COMP,"Thursday, 6 May, 2021",1720,"Monday, 20 November, 2017","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,KB02,B.E. (Hons) (Electronics Tele),Bachelor of Engineering (Honours) Electronics majoring in Telecommunications,FET,No disability,Malaysia,INDIAN,F,3,,,,,102,PASS,Second Class Honours (Lower Division),135,,MUET(MUET):3,19,33,83,135,2020,83,12,2.72,2.72,12,0,12,0,12,3.2,2.88,6,3,6,3,18,1.27,2.23,12,2,6,2,24,2.09,2.2,9,3,9,3,33,2.07,2.19,3,3,3,3,36,2.47,2.53,15,0,15,0,51,2.95,2.62,15,0,15,0,66,0,2.62,0,5,0,5,66,2.98,2.69,14,3,14,3,80,3.33,2.71,3,0,3,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
